frame_idx,timestamp,smoothed_vel,hand_vis,state
441,14.7,0.0637846486088888,False,CAPTURING
444,14.8,0.06326225325220215,False,CAPTURING
447,14.9,0.09869805320347501,False,CAPTURING
450,15.0,0.14087477851767488,True,CAPTURING
453,15.1,0.16982183078034113,True,CAPTURING
456,15.2,0.17253940055019712,True,CAPTURING
459,15.3,0.1785036637109435,True,CAPTURING
462,15.4,0.14454864538351478,True,CAPTURING
465,15.5,0.1022992785308624,True,CAPTURING
468,15.6,0.07421366748141897,True,CAPTURING
471,15.7,0.06459330063690459,True,CAPTURING
474,15.8,0.05016859836251375,True,CAPTURING
477,15.9,0.052704585444135345,True,CAPTURING
480,16.0,0.0512432055676504,True,CAPTURING
483,16.1,0.049705287357770515,True,CAPTURING
486,16.2,0.04922232201917142,True,CAPTURING
489,16.3,0.04491889458754432,True,CAPTURING
492,16.4,0.03814101921393155,True,CAPTURING
495,16.5,0.03786732781779356,True,CAPTURING
498,16.6,0.07864005795124471,True,CAPTURING
501,16.7,0.1265683566757944,True,CAPTURING
504,16.8,0.1676252487382414,False,CAPTURING
507,16.9,0.19823392731297154,False,CAPTURING
510,17.0,0.19934391956704378,False,CAPTURING
513,17.1,0.17280598788547968,False,CAPTURING
516,17.2,0.13278075484063978,False,CAPTURING
519,17.3,0.09190034895873331,False,CAPTURING
522,17.4,0.06695571739428316,False,CAPTURING
525,17.5,0.07964365217040496,False,CAPTURING
528,17.6,0.10468265495177739,True,CAPTURING
531,17.7,0.1477998768017131,False,CAPTURING
534,17.8,0.18641809817823565,True,CAPTURING
537,17.9,0.1956411481955475,True,CAPTURING
540,18.0,0.1784645400783555,True,CAPTURING
543,18.1,0.13371235451419008,True,CAPTURING
546,18.2,0.07531136071401309,True,CAPTURING
549,18.3,0.03442044089119076,True,CAPTURING
552,18.4,0.0207164461925094,True,CAPTURING
555,18.5,0.01992720455154967,True,IDLE
558,18.6,0.019498063248895362,True,IDLE
561,18.7,0.022535224196578836,True,IDLE
564,18.8,0.022013782925880514,True,IDLE
567,18.9,0.020473734367796172,True,IDLE
570,19.0,0.01967068129601634,True,IDLE
573,19.1,0.021132869227123062,True,IDLE
576,19.2,0.029392690469094353,True,IDLE
579,19.3,0.03872367240105652,True,IDLE
582,19.4,0.07038291909844262,True,IDLE
585,19.5,0.11972320219159682,False,CAPTURING
588,19.6,0.16917616870296248,False,CAPTURING
591,19.7,0.17927050226282434,False,CAPTURING
594,19.8,0.1947428928724045,False,CAPTURING
597,19.9,0.17095207420903663,False,CAPTURING
600,20.0,0.1354139852357038,False,CAPTURING
603,20.1,0.10729762027801634,False,CAPTURING
606,20.2,0.09962429389473029,False,CAPTURING
609,20.3,0.08972412391374898,False,CAPTURING
612,20.4,0.14447321822694031,True,CAPTURING
615,20.5,0.15617854398137543,True,CAPTURING
618,20.6,0.14397233693958056,True,CAPTURING
